MERRA_ID,YEAR,MONTH,CLOUD_COVER_AVG,SHORTWAVE_SURFACE_AVG
136045,2016,10,0.28,5103.4
136090,2016,3,0.51,5243.3
136090,2016,5,0.4,6937.9
136620,2016,3,0.35,6305.5
136621,2016,5,0.14,8277.5
137243,2016,9,0.32,5716.7
137819,2016,5,0.45,6794.9
137819,2016,9,0.32,5699.2
137819,2016,12,0.53,2522.7
138348,2016,1,0.52,3157.6
138348,2016,2,0.24,4909
138348,2016,3,0.46,6017.3
138348,2016,6,0.27,8368.7
138347,2016,7,0.23,7969.4
138346,2016,12,0.47,2897.6
144732,2016,1,0.62,1941.1
144732,2016,3,0.62,4011.3
144732,2016,9,0.32,5254
149346,2016,5,0.44,6602.4
149346,2016,9,0.38,4658.1
149922,2016,7,0.43,6872.3
149922,2016,9,0.38,4674.8
151077,2016,10,0.53,2716.3
133786,2016,7,0.44,6644
133786,2016,9,0.45,5315.8
133786,2016,12,0.44,3203.8
133787,2016,12,0.45,3211.6
134319,2016,8,0.22,6716.3
134361,2016,6,0.49,6398.9
134361,2016,12,0.44,3049.8
134895,2016,8,0.21,6664.2
134895,2016,9,0.28,5925.3
134896,2016,4,0.24,7681.9
134896,2016,5,0.15,8547.3
134896,2016,9,0.31,5836.8
134896,2016,10,0.3,5271.7
136045,2016,12,0.46,3135.1
136620,2016,7,0.22,7876.8
136620,2016,9,0.2,5929.2
136620,2016,12,0.46,3121.2
137194,2016,6,0.21,8344.5
137194,2016,12,0.45,3005.6
137243,2016,10,0.27,5014.3
138922,2016,4,0.41,6704.8
138924,2016,4,0.45,6722
148770,2016,6,0.38,7709.7
148770,2016,8,0.4,6128.1
148770,2016,9,0.38,4709.6
148770,2016,10,0.44,3173
149346,2016,1,0.7,1279.8
149346,2016,6,0.39,7624.1
151077,2016,2,0.7,2139.9
151077,2016,7,0.47,6622.6
133787,2016,1,0.49,3157.8
133790,2016,3,0.48,5183.5
133790,2016,5,0.42,6593.4
133786,2016,6,0.49,6294.9
133790,2016,6,0.49,6432.2
133790,2016,10,0.33,4687.4
134319,2016,1,0.33,3990.9
134361,2016,4,0.43,6005
134895,2016,2,0.23,5205
134895,2016,3,0.3,6444.6
134895,2016,4,0.25,7645.5
134895,2016,10,0.29,5275.1
134895,2016,11,0.24,4024.8
134943,2016,6,0.45,6677
134943,2016,8,0.48,5805.5
134943,2016,12,0.46,3015.9
135515,2016,10,0.31,5078
135515,2016,12,0.49,2842.4
136090,2016,6,0.51,6807.4
137194,2016,7,0.18,8064.9
137819,2016,6,0.46,7253.2
137819,2016,8,0.46,6358.2
138347,2016,2,0.25,4857.6
138347,2016,4,0.43,6789.1
138346,2016,8,0.13,7131.2
138347,2016,10,0.33,4898.4
138348,2016,10,0.32,4878
138349,2016,11,0.3,3778.1
138922,2016,3,0.46,5837.5
138922,2016,7,0.15,8172.7
144732,2016,2,0.6,2879.3
144732,2016,10,0.4,3846
148770,2016,4,0.54,5329.9
148770,2016,12,0.6,1314.1
149922,2016,3,0.64,3500.8
133786,2016,2,0.26,4659.7
133787,2016,7,0.43,6712.9
133786,2016,11,0.45,3892.4
133790,2016,9,0.49,5233.4
133790,2016,12,0.44,3225.1
134361,2016,2,0.29,4498.4
134361,2016,9,0.42,5464
134896,2016,7,0.36,6933.8
134896,2016,12,0.51,3283.6
134943,2016,3,0.47,5069.5
134943,2016,10,0.31,4748
136045,2016,3,0.33,6342.1
136045,2016,9,0.22,5939.3
136621,2016,6,0.25,7976.9
136621,2016,7,0.24,7986.5
136620,2016,10,0.26,5058.1
136620,2016,11,0.24,3868.6
136621,2016,12,0.46,3099.8
137243,2016,3,0.51,5173.4
137241,2016,5,0.43,6874.7
137243,2016,7,0.44,6636.7
137241,2016,10,0.25,4996.5
137819,2016,7,0.46,6640
138349,2016,1,0.5,3244.4
138346,2016,3,0.44,5937.4
138346,2016,5,0.21,8157.9
138347,2016,6,0.24,8469.6
138347,2016,11,0.3,3691.7
138348,2016,12,0.51,2971.4
138349,2016,8,0.3,6413.1
138349,2016,9,0.22,5922.6
138924,2016,2,0.27,4844.9
138922,2016,2,0.29,4760.8
138922,2016,5,0.23,8127.4
138924,2016,7,0.27,7698.9
138922,2016,9,0.14,6191.8
138924,2016,11,0.33,3665.9
144732,2016,7,0.52,6285.5
