MERRA_ID,YEAR,MONTH,PRECIPITATION,EVAPORATION,PRECIP_DAYS
138924,2015,9,8.85,36.04,30
138922,2015,10,35.66,25.25,31
144732,2015,4,153.81,77.42,30
148770,2015,3,32.73,33.95,31
151077,2015,4,88.71,54.45,30
149922,2015,1,83.34,12.54,31
151077,2015,8,122.52,109.43,31
133786,2015,4,114.89,117.26,30
133786,2015,11,73.3,79.71,30
133787,2015,2,115.02,63.89,28
133787,2015,6,91.92,112.65,30
134319,2015,9,93.73,53.4,30
133786,2015,5,52.48,166.63,31
133786,2015,12,98.31,55.24,31
133790,2015,12,41.1,50.95,31
134319,2015,7,140.63,50.42,31
134361,2015,8,64.79,107.19,31
134361,2015,12,165.42,48.39,31
134895,2015,3,12.37,39.04,31
134895,2015,4,3.32,32.87,30
134896,2015,7,80.13,43.18,31
134943,2015,2,100.8,58.98,28
134943,2015,10,220.27,100.11,31
135515,2015,6,57.55,120.38,30
136045,2015,10,8.76,15.95,31
136621,2015,1,14.54,16.06,31
136621,2015,4,0.61,8.28,30
136621,2015,11,10.88,14.6,30
137194,2015,4,0.84,8.52,30
137194,2015,10,10.18,18.5,31
137243,2015,6,97.15,139.97,30
137243,2015,12,228.05,47.28,31
137819,2015,5,102.02,161.06,31
138347,2015,3,58.86,36.86,31
138347,2015,9,14.93,22.6,30
138348,2015,1,45.18,16.2,31
138348,2015,2,24.39,23.19,28
134361,2015,2,101.89,56.98,28
136620,2015,3,23.47,27.67,31
136620,2015,5,9.1,23.05,31
134895,2015,10,21.24,37.85,31
136045,2015,9,21.76,17.93,30
137241,2015,9,73.29,77.97,30
136090,2015,3,99.3,91.76,31
135515,2015,11,117.18,64.48,30
136621,2015,2,0.78,20.83,28
137194,2015,6,2.23,4.26,30
137819,2015,1,102.98,45.15,31
138346,2015,7,12.33,30.63,31
138349,2015,4,18.52,45.35,30
138349,2015,5,30.77,52.4,31
138349,2015,12,22.16,15.88,31
138924,2015,3,57.14,34.15,31
138924,2015,6,15.14,47.18,30
138924,2015,8,45.74,53.03,31
144732,2015,2,56.21,15.7,28
149922,2015,6,137.73,48.33,30
149922,2015,8,62.95,43.54,31
149922,2015,10,104.8,26.09,31
149346,2015,11,96,29.84,30
149922,2015,4,110.79,26.37,30
149922,2015,7,62.75,54.49,31
133786,2015,6,107.61,120.53,30
133787,2015,8,89.17,118.32,31
133790,2015,7,148.3,122.83,31
134319,2015,4,7.02,36.08,30
133790,2015,1,67.96,60.19,31
133790,2015,4,96.68,97.04,30
134319,2015,5,2.26,15.1,31
134361,2015,4,129.28,115.61,30
134943,2015,7,71.58,116.28,31
134943,2015,8,143.59,121.13,31
136045,2015,5,10.4,25.06,31
136090,2015,5,114.94,158.52,31
136620,2015,9,8.31,13.19,30
136620,2015,11,13.06,10.88,30
136621,2015,8,25.69,15.48,31
137194,2015,9,2.48,8.89,30
137243,2015,5,105.84,164.12,31
137819,2015,10,162.69,97.37,31
137819,2015,11,238.31,62.43,30
138346,2015,2,18.91,20.16,28
138348,2015,8,37.4,47.99,31
137241,2015,1,104.96,44.56,31
136045,2015,3,11.02,25.24,31
134943,2015,4,95.49,97.69,30
138346,2015,9,6.26,10.25,30
136090,2015,10,184.85,75.68,31
136090,2015,11,164.18,68.56,30
135515,2015,12,174.51,45.76,31
136621,2015,6,12.04,7.66,30
138347,2015,7,14.96,37.86,31
137819,2015,3,131.41,92.26,31
137819,2015,4,186.59,118.83,30
138922,2015,9,12.49,7.83,30
138924,2015,7,24.48,49.08,31
144732,2015,5,136.89,121.27,31
144732,2015,12,114.16,14.64,31
149346,2015,3,36.03,25.37,31
149346,2015,4,101.15,37.58,30
148770,2015,4,101.77,60.2,30
149346,2015,12,110.45,19.99,31
149922,2015,12,124.01,12.34,31
133786,2016,1,109.43,55.19,31
133786,2016,2,34.14,82.22,29
133786,2016,3,89.39,110.93,31
133786,2016,12,41.19,56.68,31
133790,2016,9,199.87,103.79,30
133790,2016,10,187.88,112.93,31
133787,2016,10,10.22,62.4,31
133790,2016,7,36.46,101.32,31
134895,2016,5,0.64,3.03,31
134895,2016,8,52.9,65.6,31
134895,2016,9,73.65,47.77,30
134895,2016,1,34.12,21.54,31
134895,2016,12,40.45,11.54,31
134943,2016,10,163.28,109.4,31
135515,2016,8,64.41,82.79,31
136045,2016,10,0.74,4.89,31
136090,2016,8,54.33,79.57,31
136090,2016,12,138.28,48.81,31
136620,2016,1,25.88,15.09,31
136620,2016,6,4.15,1.48,30
137243,2016,2,137.96,65.54,29
137819,2016,4,76.58,130.45,30
138347,2016,2,9.3,21.15,29
136620,2016,9,34.76,19.86,30
138348,2016,9,60.28,35.47,30
137819,2016,5,80.26,151.21,31
137819,2016,6,26.33,100.61,30
138349,2016,10,10.08,27.36,31
138922,2016,4,25.08,27.89,30
138924,2016,10,19.96,24.91,31
144732,2016,10,85.16,42.44,31
138349,2016,5,12.1,46.42,31
144732,2016,5,125.67,110.43,31
149346,2016,2,105.16,19.49,29
149346,2016,6,73.99,64.88,30
151077,2016,4,70.79,57.23,30
149346,2016,11,61.41,25.94,30
149922,2016,4,87.56,31.55,30
151077,2016,1,82.96,8.85,31
133786,2016,4,79.33,143.71,30
133787,2016,5,107.47,151.14,31
133790,2016,4,68.78,93.2,30
134319,2016,8,53.32,65.55,31
134319,2016,11,10.67,15.93,30
134361,2016,3,177.12,107.05,31
134361,2016,10,3.82,33.82,31
134895,2016,3,0.61,18.54,31
134895,2016,2,2.42,27.09,29
136090,2016,1,85.33,51,31
136090,2016,9,28.74,57.98,30
136090,2016,11,22.53,11.12,30
136620,2016,3,0.49,2.66,31
137194,2016,7,0.13,3.13,31
137194,2016,9,37.02,9.98,30
137194,2016,12,19.68,8.31,31
137241,2016,10,5.41,28.82,31
137819,2016,10,6.07,33.21,31
138346,2016,11,9.39,5.17,30
138347,2016,3,3.35,14.72,31
138348,2016,3,6.01,24.33,31
134896,2016,5,0.65,9.33,31
136045,2016,4,5.21,10.46,30
135515,2016,3,111.76,111.09,31
135515,2016,5,128.03,159.72,31
136620,2016,10,0.04,3.92,31
138348,2016,10,25.8,24.02,31
138348,2016,1,76.5,15.26,31
138349,2016,8,146.37,56.16,31
138924,2016,2,8.04,20.56,29
138924,2016,3,6.32,22.79,31
138924,2016,12,56.89,13.75,31
144732,2016,11,41.02,21.72,30
144732,2016,7,79.44,96.04,31
138924,2016,11,36.39,15.17,30
144732,2016,2,89.84,27.48,29
148770,2016,9,121.84,50.47,30
149346,2016,1,83.61,21.64,31
148770,2016,5,82.44,91.37,31
149922,2016,1,104.75,13.07,31
133786,2016,7,30.54,128.86,31
133787,2016,7,29.47,126.43,31
133790,2016,3,62.48,80.7,31
134361,2016,1,82.46,53.26,31
134361,2016,5,49.87,164.46,31
134895,2016,6,22.86,9.75,30
134361,2016,2,59.28,77.22,29
134943,2016,5,128.4,109.49,31
135515,2016,7,25.57,77.05,31
136045,2016,11,8.7,7.63,30
136090,2016,7,34.16,73.46,31
136620,2016,2,0.11,19.17,29
