STATE_CODE,STATE_CODE_EXP,SHRP_ID,EXPERIMENT_NO,EXPERIMENT_NO_EXP,GPS_SPS,GPS_SPS_EXP,REP_PERCENT_VEH_CLASS_4,REP_PERCENT_VEH_CLASS_5,REP_PERCENT_VEH_CLASS_6,REP_PERCENT_VEH_CLASS_7,REP_PERCENT_VEH_CLASS_8,REP_PERCENT_VEH_CLASS_9,REP_PERCENT_VEH_CLASS_10,REP_PERCENT_VEH_CLASS_11,REP_PERCENT_VEH_CLASS_12,REP_PERCENT_VEH_CLASS_13
39,Ohio,0901,9N,"Superpave Asphalt Binder Study, New AC Pavement Construction)",S,Specific Pavement Studies,3.680000066757202,9.470000267028809,3.440000057220459,1.7799999713897705,6.590000152587891,70.47000122070312,1.309999942779541,1.8600000143051147,0.41999998688697815,0.9800000190734863
39,Ohio,0901,6S,AC Overlay on AC Pavement with Milling and/or Fabric Pretreatment,G,General Pavement Studies,3,9,4,3,6,70,1,2,1,1
39,Ohio,0903,9N,"Superpave Asphalt Binder Study, New AC Pavement Construction)",S,Specific Pavement Studies,3.680000066757202,9.470000267028809,3.440000057220459,1.7799999713897705,6.590000152587891,70.47000122070312,1.309999942779541,1.8600000143051147,0.41999998688697815,0.9800000190734863
39,Ohio,0903,6S,AC Overlay on AC Pavement with Milling and/or Fabric Pretreatment,G,General Pavement Studies,3,9,4,3,6,70,1,2,1,1
87,Ontario,0903,6S,AC Overlay on AC Pavement with Milling and/or Fabric Pretreatment,G,General Pavement Studies,3,47,21,3,7,4,5,3,4,3
87,Ontario,0903,9N,"Superpave Asphalt Binder Study, New AC Pavement Construction)",S,Specific Pavement Studies,2.619999885559082,46.33000183105469,21.030000686645508,3.140000104904175,7.159999847412109,4.099999904632568,4.710000038146973,3.2300000190734863,4.190000057220459,3.490000009536743
87,Ontario,0960,9N,"Superpave Asphalt Binder Study, New AC Pavement Construction)",S,Specific Pavement Studies,2.619999885559082,46.33000183105469,21.030000686645508,3.140000104904175,7.159999847412109,4.099999904632568,4.710000038146973,3.2300000190734863,4.190000057220459,3.490000009536743
87,Ontario,0960,6S,AC Overlay on AC Pavement with Milling and/or Fabric Pretreatment,G,General Pavement Studies,3,46,21,3,7,4,5,3,4,4
87,Ontario,0961,6S,AC Overlay on AC Pavement with Milling and/or Fabric Pretreatment,G,General Pavement Studies,3,47,21,3,7,4,5,3,4,3
87,Ontario,0961,9N,"Superpave Asphalt Binder Study, New AC Pavement Construction)",S,Specific Pavement Studies,2.619999885559082,46.33000183105469,21.030000686645508,3.140000104904175,7.159999847412109,4.099999904632568,4.710000038146973,3.2300000190734863,4.190000057220459,3.490000009536743
