STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_NO,VISIT_DATE,VISIT_NO,RUN_NUMBER,IRI_LEFT_WHEEL_PATH,IRI_RIGHT_WHEEL_PATH,IRI_CENTER_LANE,MRI,IRI_LEFT_WHEEL_PATH_FLAG,IRI_LEFT_WHEEL_PATH_FLAG_EXP,IRI_RIGHT_WHEEL_PATH_FLAG,IRI_RIGHT_WHEEL_PATH_FLAG_EXP,IRI_CENTER_LANE_FLAG,IRI_CENTER_LANE_FLAG_EXP,MRI_FLAG,MRI_FLAG_EXP,PAVEMENT_FAMILY,PAVEMENT_FAMILY_EXP
4,Arizona,1003,4,Wed Mar 01 1995 19:00:00 GMT-0500 (Eastern Standard Time),04100303,3,0.5690000057220459,0.5609999895095825,,0.5649999976158142,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Wed Mar 01 1995 19:00:00 GMT-0500 (Eastern Standard Time),04100303,5,0.5600000023841858,0.5879999995231628,,0.5740000009536743,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Sun Jan 26 1997 19:00:00 GMT-0500 (Eastern Standard Time),04100304,2,0.718999981880188,0.5889999866485596,,0.6539999842643738,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Sun Jan 26 1997 19:00:00 GMT-0500 (Eastern Standard Time),04100304,8,0.6919999718666077,0.597000002861023,,0.6449999809265137,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Sun Jan 26 1997 19:00:00 GMT-0500 (Eastern Standard Time),04100304,5,0.7129999995231628,0.5870000123977661,,0.6499999761581421,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Sun Jan 26 1997 19:00:00 GMT-0500 (Eastern Standard Time),04100304,3,0.7089999914169312,0.5910000205039978,,0.6499999761581421,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Sun Jan 26 1997 19:00:00 GMT-0500 (Eastern Standard Time),04100304,6,0.7110000252723694,0.5820000171661377,,0.6460000276565552,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Wed Dec 03 1997 19:00:00 GMT-0500 (Eastern Standard Time),04100305,5,0.6660000085830688,0.6480000019073486,,0.6570000052452087,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Wed Dec 03 1997 19:00:00 GMT-0500 (Eastern Standard Time),04100305,2,0.7519999742507935,0.5609999895095825,,0.656000018119812,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Wed Dec 03 1997 19:00:00 GMT-0500 (Eastern Standard Time),04100305,3,0.7039999961853027,0.5910000205039978,,0.6470000147819519,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Wed Dec 03 1997 19:00:00 GMT-0500 (Eastern Standard Time),04100305,4,0.7059999704360962,0.6620000004768372,,0.6840000152587891,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Wed Dec 03 1997 19:00:00 GMT-0500 (Eastern Standard Time),04100305,1,0.6919999718666077,0.6200000047683716,,0.656000018119812,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Mon Dec 07 1998 19:00:00 GMT-0500 (Eastern Standard Time),04100306,4,0.7129999995231628,0.7120000123977661,,0.7120000123977661,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Mon Dec 07 1998 19:00:00 GMT-0500 (Eastern Standard Time),04100306,1,0.7739999890327454,0.6039999723434448,,0.6890000104904175,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Mon Dec 07 1998 19:00:00 GMT-0500 (Eastern Standard Time),04100306,2,0.6729999780654907,0.7239999771118164,,0.6980000138282776,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Mon Dec 07 1998 19:00:00 GMT-0500 (Eastern Standard Time),04100306,3,0.6919999718666077,0.7179999947547913,,0.7049999833106995,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Mon Dec 07 1998 19:00:00 GMT-0500 (Eastern Standard Time),04100306,5,0.675000011920929,0.7229999899864197,,0.6990000009536743,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Mon Nov 08 1999 19:00:00 GMT-0500 (Eastern Standard Time),04100307,4,0.7990000247955322,0.5619999766349792,,0.6800000071525574,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Mon Nov 08 1999 19:00:00 GMT-0500 (Eastern Standard Time),04100307,1,0.8040000200271606,0.574999988079071,,0.6890000104904175,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Mon Nov 08 1999 19:00:00 GMT-0500 (Eastern Standard Time),04100307,2,0.7680000066757202,0.6039999723434448,,0.6859999895095825,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Mon Nov 08 1999 19:00:00 GMT-0500 (Eastern Standard Time),04100307,6,0.7739999890327454,0.5989999771118164,,0.6869999766349792,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Mon Nov 08 1999 19:00:00 GMT-0500 (Eastern Standard Time),04100307,3,0.7459999918937683,0.6100000143051147,,0.6779999732971191,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,5,Fri Nov 14 2014 19:00:00 GMT-0500 (Eastern Standard Time),041003GN,7,0.824999988079071,0.6539999842643738,0.7990000247955322,0.7400000095367432,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
