TABLE_NAME,FIELD_NAME,FIELD_ALIAS,FIELD_DESCRIPTION,FIELD_UNIT,FIELD_CODETYPE,UNIT_SYSTEM
EXPERIMENT_SECTION,STATE_CODE,State Code,Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards.,,STATE_PROVINCE,
EXPERIMENT_SECTION,STATE_CODE_EXP,State Code (Code Expansion),Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards. (Code Expansion),,,
EXPERIMENT_SECTION,SHRP_ID,LTPP Section Identifier,Test section identification number assigned by LTPP program. Must be combined with STATE_CODE to be unique.,,,
EXPERIMENT_SECTION,CONSTRUCTION_NO,Construction Number,Event number used to relate changes in pavement structure with other time dependent data elements. This field is set to 1 when a test section is initially accepted into LTPP and is incremented with each change to the layer structure.,,,
EXPERIMENT_SECTION,CN_ASSIGN_DATE,Construction Number Assign Date,"The assignment date for the beginning of a construction event. It is equal to acceptance date when a test section is first included in LTPP, i.e. CONSTRUCTION_NO = 1.",,,
EXPERIMENT_SECTION,CN_CHANGE_REASON,Construction Number Change Reason Code,IMP_TYPE rehabilitation and maintenance activity codes that caused the change in Construction Number (CONSTRUCTION_NO).,,MAINT_WORK,
EXPERIMENT_SECTION,CN_CHANGE_REASON_EXP,Construction Number Change Reason Code (Code Expansion),IMP_TYPE rehabilitation and maintenance activity codes that caused the change in Construction Number (CONSTRUCTION_NO). (Code Expansion),,,
EXPERIMENT_SECTION,RECORD_STATUS,Record Status,A code indicating the general quality of the data.,,,
EXPERIMENT_SECTION,GPS_SPS,Experiment Classification Code,Code indicating if the section is a GPS or SPS section.,,GPS_SPS,
EXPERIMENT_SECTION,GPS_SPS_EXP,Experiment Classification Code (Code Expansion),Code indicating if the section is a GPS or SPS section. (Code Expansion),,,
EXPERIMENT_SECTION,EXPERIMENT_NO,Experiment Number Code,Code indicating to which LTPP experiment the pavement section is assigned.,,EXPERIMENT,
EXPERIMENT_SECTION,EXPERIMENT_NO_EXP,Experiment Number Code (Code Expansion),Code indicating to which LTPP experiment the pavement section is assigned. (Code Expansion),,,
EXPERIMENT_SECTION,STATUS,Status Code,Code indicating the status of a section for a given construction event.,,STATUS,
EXPERIMENT_SECTION,STATUS_EXP,Status Code (Code Expansion),Code indicating the status of a section for a given construction event. (Code Expansion),,,
EXPERIMENT_SECTION,ASSIGN_DATE,Assign Date,Date when a test section was assigned to the LTPP experiment. The experiment designation for a test section is the combination of EXPERIMENT_NO and GPS_SPS fields in the record.,,,
EXPERIMENT_SECTION,DEASSIGN_DATE,Deassign Date,Date when a test section changed to another experiment or was placed in out of study status in the LTPP program (status = o).,,,
EXPERIMENT_SECTION,SEAS_ID,Seasonal Identification Code,State specific seasonal identification code.,,,
EXPERIMENT_SECTION,SUPPLEMENTAL,Supplemental Section Identification Code,A marker to identify state supplemental sections.,,,
EXPERIMENT_SECTION,EXP_SECT_RS,Experiment Section Record Status,RECORD_STATUS for EXPERIMENT_SECTION table.,,,
EXPERIMENT_SECTION,BASIC_INFO_RS,Basic Information Record Status,RECORD_STATUS from minimum RECORD_STATUS for selected BASIC_INFO tables.,,,
EXPERIMENT_SECTION,PAV_STRUCT_RS,Pavement Structure Record Status,"RECORD_STATUS from minimum RECORD_STATUS of all layers for tst_l05b for this SHRP_ID, STATE_CODE, and CONSTRUCTION_NO.",,,
EXPERIMENT_SECTION,TRAFFIC_RS,Traffic Record Status,RECORD_STATUS  from maximum RECORD_STATUS  for selected monitoring traffic tables.,,,
EXPERIMENT_SECTION,CLIMATIC_RS,Climatic Record Status,RECORD_STATUS from maximum RECORD_STATUS for selected climatic tables.,,,
EXPERIMENT_SECTION,PAVEMENT_FAMILY,Pavement Family,Code indicating pavement family assigned based on experiment design and layer structure of the pavement section.,,PAVEMENT_FAMILY,
EXPERIMENT_SECTION,PAVEMENT_FAMILY_EXP,Pavement Family (Code Expansion),Code indicating pavement family assigned based on experiment design and layer structure of the pavement section. (Code Expansion),,,
MEPDG_AXLE_LOAD_DIST_FACTOR,STATE_CODE,State Code,Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards.,,STATE_PROVINCE,
MEPDG_AXLE_LOAD_DIST_FACTOR,STATE_CODE_EXP,State Code (Code Expansion),Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards. (Code Expansion),,,
MEPDG_AXLE_LOAD_DIST_FACTOR,SHRP_ID,LTPP Section Identifier,Test section identification number assigned by LTPP program. Must be combined with STATE_CODE to be unique.,,,
MEPDG_AXLE_LOAD_DIST_FACTOR,ALDF_USE_RATING,Axle Load Distribution Basis Code,Code indicating source of data and method for developing axle load distribution factor (ALDF) estimate.,,ALDF_USE_RATING,
MEPDG_AXLE_LOAD_DIST_FACTOR,ALDF_USE_RATING_EXP,Axle Load Distribution Basis Code (Code Expansion),Code indicating source of data and method for developing axle load distribution factor (ALDF) estimate. (Code Expansion),,,
MEPDG_AXLE_LOAD_DIST_FACTOR,AXLE_GROUP,Axle Group Code,Type of axle to which this data applies.,,AXLE_GROUP,
MEPDG_AXLE_LOAD_DIST_FACTOR,AXLE_GROUP_EXP,Axle Group Code (Code Expansion),Type of axle to which this data applies. (Code Expansion),,,
MEPDG_AXLE_LOAD_DIST_FACTOR,MONTH,Month,Month the data applies to. ,,,
MEPDG_AXLE_LOAD_DIST_FACTOR,MONTH_NAME,Month Name,"Name of calendar month, per AASHTOWare Pavement ME format. All 12 calendar months must be present for the site to be used as an input for AASHTOWare Pavement ME.",,,
MEPDG_AXLE_LOAD_DIST_FACTOR,VEHICLE_CLASS,Vehicle Classification Code,Vehicle classification code using 13 bins as described in the FHWA Traffic Monitoring Guide.,,VEHICLE_CLASS,
MEPDG_AXLE_LOAD_DIST_FACTOR,VEHICLE_CLASS_EXP,Vehicle Classification Code (Code Expansion),Vehicle classification code using 13 bins as described in the FHWA Traffic Monitoring Guide. (Code Expansion),,,
MEPDG_AXLE_LOAD_DIST_FACTOR,TOTAL,Axle Distribution Bin Total,Total percentage as a summation of values in bins MEPDG_LG01 through MEPDG_LG39. This field value must equal to 100 percent to be used as an input for AASHTOWare Pavement ME.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG01,Axle Percentage MEPDG Bin 1,Percent of axles whose weight falls in the bin 0-2999 pounds for single axles; 0-5999 pounds for tandem axles; 0-11999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG02,Axle Percentage MEPDG Bin 2,Percent of axles whose weight falls in the bin 3000-3999 pounds for single axles; 6000-7999 pounds for tandem axles; 12000-14999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG03,Axle Percentage MEPDG Bin 3,Percent of axles whose weight falls in the bin 4000-4999 pounds for single axles; 8000-9999 pounds for tandem axles; 15000-17999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG04,Axle Percentage MEPDG Bin 4,Percent of axles whose weight falls in the bin 5000-5999 pounds for single axles; 10000-11999 pounds for tandem axles; 18000-20999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG05,Axle Percentage MEPDG Bin 5,Percent of axles whose weight falls in the bin 6000-6999 pounds for single axles; 12000-13999 pounds for tandem axles; 21000-23999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG06,Axle Percentage MEPDG Bin 6,Percent of axles whose weight falls in the bin 7000-7999 pounds for single axles; 14000-15999 pounds for tandem axles; 24000-26999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG07,Axle Percentage MEPDG Bin 7,Percent of axles whose weight falls in the bin 8000-8999 pounds for single axles; 16000-17999 pounds for tandem axles; 27000-29999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG08,Axle Percentage MEPDG Bin 8,Percent of axles whose weight falls in the bin 9000-9999 pounds for single axles; 18000-19999 pounds for tandem axles; 30000-32999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG09,Axle Percentage MEPDG Bin 9,Percent of axles whose weight falls in the bin 10000-10999 pounds for single axles; 20000-21999 pounds for tandem axles; 33000-35999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG10,Axle Percentage MEPDG Bin 10,Percent of axles whose weight falls in the bin 11000-11999 pounds for single axles; 22000-23999 pounds for tandem axles; 36000-38999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG11,Axle Percentage MEPDG Bin 11,Percent of axles whose weight falls in the bin 12000-12999 pounds for single axles; 24000-25999 pounds for tandem axles; 39000-41999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG12,Axle Percentage MEPDG Bin 12,Percent of axles whose weight falls in the bin 13000-13999 pounds for single axles; 26000-27999 pounds for tandem axles; 42000-44999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG13,Axle Percentage MEPDG Bin 13,Percent of axles whose weight falls in the bin 14000-14999 pounds for single axles; 28000-29999 pounds for tandem axles; 45000-47999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG14,Axle Percentage MEPDG Bin 14,Percent of axles whose weight falls in the bin 15000-15999 pounds for single axles; 30000-31999 pounds for tandem axles; 48000-50999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG15,Axle Percentage MEPDG Bin 15,Percent of axles whose weight falls in the bin 16000-16999 pounds for single axles; 32000-33999 pounds for tandem axles; 51000-53999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG16,Axle Percentage MEPDG Bin 16,Percent of axles whose weight falls in the bin 17000-17999 pounds for single axles; 34000-35999 pounds for tandem axles; 54000-56999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG17,Axle Percentage MEPDG Bin 17,Percent of axles whose weight falls in the bin 18000-18999 pounds for single axles; 36000-37999 pounds for tandem axles; 57000-59999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG18,Axle Percentage MEPDG Bin 18,Percent of axles whose weight falls in the bin 19000-19999 pounds for single axles; 38000-39999 pounds for tandem axles; 60000-62999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG19,Axle Percentage MEPDG Bin 19,Percent of axles whose weight falls in the bin 20000-20999 pounds for single axles; 40000-41999 pounds for tandem axles; 63000-65999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG20,Axle Percentage MEPDG Bin 20,Percent of axles whose weight falls in the bin 21000-21999 pounds for single axles; 42000-43999 pounds for tandem axles; 66000-68999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG21,Axle Percentage MEPDG Bin 21,Percent of axles whose weight falls in the bin 22000-22999 pounds for single axles; 44000-45999 pounds for tandem axles; 69000-71999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG22,Axle Percentage MEPDG Bin 22,Percent of axles whose weight falls in the bin 23000-23999 pounds for single axles; 46000-47999 pounds for tandem axles; 72000-74999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG23,Axle Percentage MEPDG Bin 23,Percent of axles whose weight falls in the bin 24000-24999 pounds for single axles; 48000-49999 pounds for tandem axles; 75000-77999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG24,Axle Percentage MEPDG Bin 24,Percent of axles whose weight falls in the bin 25000-25999 pounds for single axles; 50000-51999 pounds for tandem axles; 78000-80999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG25,Axle Percentage MEPDG Bin 25,Percent of axles whose weight falls in the bin 26000-26999 pounds for single axles; 52000-53999 pounds for tandem axles; 81000-83999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG26,Axle Percentage MEPDG Bin 26,Percent of axles whose weight falls in the bin 27000-27999 pounds for single axles; 54000-55999 pounds for tandem axles; 84000-86999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG27,Axle Percentage MEPDG Bin 27,Percent of axles whose weight falls in the bin 28000-28999 pounds for single axles; 56000-57999 pounds for tandem axles; 87000-89999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG28,Axle Percentage MEPDG Bin 28,Percent of axles whose weight falls in the bin 29000-29999 pounds for single axles; 58000-59999 pounds for tandem axles; 90000-92999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG29,Axle Percentage MEPDG Bin 29,Percent of axles whose weight falls in the bin 30000-30999 pounds for single axles; 60000-61999 pounds for tandem axles; 93000-95999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG30,Axle Percentage MEPDG Bin 30,Percent of axles whose weight falls in the bin 31000-31999 pounds for single axles; 62000-63999 pounds for tandem axles; 96000-98999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG31,Axle Percentage MEPDG Bin 31,Percent of axles whose weight falls in the bin 32000-32999 pounds for single axles; 64000-65999 pounds for tandem axles; 99000-101999 pounds for tridem and quad axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG32,Axle Percentage MEPDG Bin 32,Percent of axles whose weight falls in the bin 33000-33999 pounds for single axles; 66000-67999 pounds for tandem axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG33,Axle Percentage MEPDG Bin 33,Percent of axles whose weight falls in the bin 34000-34999 pounds for single axles; 68000-69999 pounds for tandem axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG34,Axle Percentage MEPDG Bin 34,Percent of axles whose weight falls in the bin 35000-35999 pounds for single axles; 70000-71999 pounds for tandem axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG35,Axle Percentage MEPDG Bin 35,Percent of axles whose weight falls in the bin 36000-36999 pounds for single axles; 72000-73999 pounds for tandem axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG36,Axle Percentage MEPDG Bin 36,Percent of axles whose weight falls in the bin 37000-37999 pounds for single axles; 74000-75999 pounds for tandem axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG37,Axle Percentage MEPDG Bin 37,Percent of axles whose weight falls in the bin 38000-38999 pounds for single axles; 76000-77999 pounds for tandem axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG38,Axle Percentage MEPDG Bin 38,Percent of axles whose weight falls in the bin 39000-39999 pounds for single axles; 78000-79999 pounds for tandem axles.,%,,Metric
MEPDG_AXLE_LOAD_DIST_FACTOR,MEPDG_LG39,Axle Percentage MEPDG Bin 39,Percent of axles whose weight falls in the bin 40000-40999 pounds for single axles; 80000-81999 pounds for tandem axles.,%,,Metric
MEPDG_AXLE_PER_TRUCK,STATE_CODE,State Code,Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards.,,STATE_PROVINCE,
MEPDG_AXLE_PER_TRUCK,STATE_CODE_EXP,State Code (Code Expansion),Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards. (Code Expansion),,,
MEPDG_AXLE_PER_TRUCK,SHRP_ID,LTPP Section Identifier,Test section identification number assigned by LTPP program. Must be combined with STATE_CODE to be unique.,,,
MEPDG_AXLE_PER_TRUCK,VEHICLE_CLASS,Vehicle Classification Code,Vehicle classification code using 13 bins as described in the FHWA Traffic Monitoring Guide.,,VEHICLE_CLASS,
MEPDG_AXLE_PER_TRUCK,VEHICLE_CLASS_EXP,Vehicle Classification Code (Code Expansion),Vehicle classification code using 13 bins as described in the FHWA Traffic Monitoring Guide. (Code Expansion),,,
MEPDG_AXLE_PER_TRUCK,SINGLE_AXLES,Average Single Axles,The number of single axles for each truck class (classes 4 to 13).,,,
MEPDG_AXLE_PER_TRUCK,TANDEM_AXLES,Average Tandem Axles,The number of tandem axles for each truck class (classes 4 to 13).,,,
MEPDG_AXLE_PER_TRUCK,TRIDEM_AXLES,Average Tridem Axles,The number of tridem axles for each truck class (classes 4 to 13).,,,
MEPDG_AXLE_PER_TRUCK,QUAD_AXLES,Average Quad Axles,The number of quad axles for each truck class (classes 4 to 13).,,,
MEPDG_TRUCK_VOL_PARAMETERS,STATE_CODE,State Code,Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards.,,STATE_PROVINCE,
MEPDG_TRUCK_VOL_PARAMETERS,STATE_CODE_EXP,State Code (Code Expansion),Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards. (Code Expansion),,,
MEPDG_TRUCK_VOL_PARAMETERS,SHRP_ID,LTPP Section Identifier,Test section identification number assigned by LTPP program. Must be combined with STATE_CODE to be unique.,,,
MEPDG_TRUCK_VOL_PARAMETERS,TRAFFIC_OPEN_YEAR_EXP_NO,LTPP Experiment Traffic Open Year,First year site was open to traffic for a corresponding LTPP Experiment.,,,
MEPDG_TRUCK_VOL_PARAMETERS,VEHICLE_CLASS,Vehicle Classification Code,Vehicle classification code using 13 bins as described in the FHWA Traffic Monitoring Guide.,,VEHICLE_CLASS,
MEPDG_TRUCK_VOL_PARAMETERS,VEHICLE_CLASS_EXP,Vehicle Classification Code (Code Expansion),Vehicle classification code using 13 bins as described in the FHWA Traffic Monitoring Guide. (Code Expansion),,,
MEPDG_TRUCK_VOL_PARAMETERS,VEH_CLASS_DIST_PERCENT,Base Vehicle Class Distribution Percentage,Percent of trucks representing first year for each vehicle class 4-13 in LTPP lane for a period corresponding to EXPERIMENT.,%,,Metric
MEPDG_TRUCK_VOL_PARAMETERS,VEH_CLASS_GROWTH_RATE,Vehicle Class Growth Rate,Annual truck volume growth rate associated with each vehicle class 4-13 corresponding to truck growth function type entered in VEH_CLASS_GROWTH_FUNCTION field and for a period corresponding to EXPERIMENT.,,,
MEPDG_TRUCK_VOL_PARAMETERS,VEH_CLASS_GROWTH_FUNCTION,Vehicle Class Growth Function,Type of truck volume growth function associated with each vehicle class 4-13 for a period corresponding to EXPERIMENT. Two options available in AASHTO Pavement ME: linear or compound.,,,
MEPDG_TRUCK_VOL_PARAMETERS,VEH_CLASS_GROWTH_USE_RATING,Growth Information Source Code,Code indicating source of truck growth function and base year AADTT and vehicle class distribution.,,VEH_CLASS_USE_RATING,
MEPDG_TRUCK_VOL_PARAMETERS,VEH_CLASS_GROWTH_USE_RATING_EXP,Growth Information Source Code (Code Expansion),Code indicating source of truck growth function and base year AADTT and vehicle class distribution. (Code Expansion),,,
MEPDG_TRUCK_VOL_PARAMETERS,AADTT_FIRST_YEAR_LTPP_LANE,MEPDG LTPP Lane First Year Annual Average Daily Truck Traffic,AADTT for the first full year of service when pavement was first open to traffic for a corresponding EXPERIMENT for classes 4-13 combined.,,,
SHRP_INFO,STATE_CODE,State Code,Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards.,,STATE_PROVINCE,
SHRP_INFO,STATE_CODE_EXP,State Code (Code Expansion),Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards. (Code Expansion),,,
SHRP_INFO,SHRP_ID,LTPP Section Identifier,Test section identification number assigned by LTPP program. Must be combined with STATE_CODE to be unique.,,,
SHRP_INFO,START_DATE,Start Date,Beginning of the interval for which the data applies.,,,
SHRP_INFO,RECORD_STATUS,Record Status,A code indicating the general quality of the data.,,,
SHRP_INFO,END_DATE,End Date,End of interval for which the data applies.,,,
SHRP_INFO,VOLUME_SITE,Volume Site,Site identifier for location at which volume was collected.,,,
SHRP_INFO,CLASS_SITE,Classification Site,Site identifier for location at which class was collected.,,,
SHRP_INFO,WIM_SITE,WIM Site Identifier,Site identifier for location at which WIM was collected.,,,
SHRP_INFO,ID3,Three Digit Station Identifier,"Three digit station identifier used by agency to identify data location for 2-, 3-, 4-, and 7- cards.",,,
SHRP_INFO,ID6,Six Digit Station Identifier,"Six digit station identifier used by agency to identify data collection on S- ,C-, and W- cards.",,,
SHRP_INFO,LTPP_DIR,LTPP Lane Direction Code,Direction of LTPP lane using Traffic Monitoring Guide conventions.,,DIR_TRF,
SHRP_INFO,LTPP_DIR_EXP,LTPP Lane Direction Code (Code Expansion),Direction of LTPP lane using Traffic Monitoring Guide conventions. (Code Expansion),,,
SHRP_INFO,LTPP_LANE,LTPP Lane Number,Number of the LTPP lane where 1 is the outer through lane.,,,
SHRP_INFO,LANES_LTPP_DIR,Number of Lanes in LTPP Direction,The total number of through lanes in the LTPP direction.,,,
SHRP_INFO,LANES_NON_LTPP_DIR,Number of Lanes in Non-LTPP Direction,The total number of through lanes in the non-LTPP direction.,,,
SHRP_INFO,SRO_CLASS,Classification Site to LTPP Section Relationship Code,"Qualitative indicator of the spatial relationship between the classification data site and the LTPP section or project, S - site specific, R - Site related, O - other.",,SRO,
SHRP_INFO,SRO_CLASS_EXP,Classification Site to LTPP Section Relationship Code (Code Expansion),"Qualitative indicator of the spatial relationship between the classification data site and the LTPP section or project, S - site specific, R - Site related, O - other. (Code Expansion)",,,
SHRP_INFO,SRO_WEIGHT,Weight Site to LTPP Section Relationship Code,"Qualitative indicator of the spatial relationship between the weight data site and the LTPP section or project, S - site specific, R - Site related, O - other.",,SRO,
SHRP_INFO,SRO_WEIGHT_EXP,Weight Site to LTPP Section Relationship Code (Code Expansion),"Qualitative indicator of the spatial relationship between the weight data site and the LTPP section or project, S - site specific, R - Site related, O - other. (Code Expansion)",,,
SHRP_INFO,DATA_AVAILABILITY,Data Availability Code,A qualitative description of the data available and its reliability for the period indicated.,,DATA_AVAILABILITY,
SHRP_INFO,DATA_AVAILABILITY_EXP,Data Availability Code (Code Expansion),A qualitative description of the data available and its reliability for the period indicated. (Code Expansion),,,
SHRP_INFO,FUNC_CLASS,Functional Class Code,Functional class of the route where the LTPP section is located.,,FUNC_CLASS,
SHRP_INFO,FUNC_CLASS_EXP,Functional Class Code (Code Expansion),Functional class of the route where the LTPP section is located. (Code Expansion),,,
SHRP_INFO,COMMENTS,Comments,Notes by user on data issues,,,
SHRP_INFO,CARD4INFO,4-Card Interpretation Code,Indicates how to process data after column 51 on the 4-Card input record. This value is typically S(top). A numeric value requires entries in Traffic_Class_Convert_Data.,,CARD4INFO,
SHRP_INFO,CARD4INFO_EXP,4-Card Interpretation Code (Code Expansion),Indicates how to process data after column 51 on the 4-Card input record. This value is typically S(top). A numeric value requires entries in Traffic_Class_Convert_Data. (Code Expansion),,,
SHRP_INFO,CARDCINFO,C-Card Interpretation Code,Indicates how to process data after column 89 on the C-Card input record. This value is typically S(top) for sites not under direct LTPP control where the value is 5(-digits/vehicle) as data is submitted for 15 not 13 classes. A numeric value requires entries in Traffic_Class_Convert_Data.,,CARDCINFO,
SHRP_INFO,CARDCINFO_EXP,C-Card Interpretation Code (Code Expansion),Indicates how to process data after column 89 on the C-Card input record. This value is typically S(top) for sites not under direct LTPP control where the value is 5(-digits/vehicle) as data is submitted for 15 not 13 classes. A numeric value requires entries in Traffic_Class_Convert_Data. (Code Expansion),,,
SHRP_INFO,ERR_1AM1PM,Error 1AM 1PM,For this site is the 1AM > 1PM daily class error enforced.,,,
SHRP_INFO,ERR_8ZERO,Error 8 Zero,Indicator if the 8 + zero volume class error enforced. This is typically Y.,,,
SHRP_INFO,ERR_4STATIC,Error 4 Static,Indicator if the 4 + Static volume daily class error enforced. This is typically Y.,,,
SHRP_INFO,LTPP_LN_ONLY,LTPP Lane Only Loaded,Indicator if the LTPP Lane  is the only one loaded. This is typically N.,,,
SHRP_INFO,USEFILENAME,Filename,Indicator if the files are identified and loaded by the filename. This is typically Y.,,,
SHRP_INFO,UPDATE_LNDIR,Update Lane Direction,For this site change the loading lane (LOAD_LN) to the LTPP lane and only load this one lane. This is typically N.,,,
SHRP_INFO,LOAD_LN,Load Lane,"For this site if UPDATE_LNDIR is Y, from the file load this lane and renumber it to the LTPP LN value.  The normal value is equal to LTPP_LN.",,,
SHRP_INFO,LOAD_DIR,Loading Direction Code,"For this site if UPDATE_LNDIR is Y, from the file load this lane and renumber it to the LTPP DIR value.  The typical value is equal to LTPP_DIR.",,DIR_TRF,
SHRP_INFO,LOAD_DIR_EXP,Loading Direction Code (Code Expansion),"For this site if UPDATE_LNDIR is Y, from the file load this lane and renumber it to the LTPP DIR value.  The typical value is equal to LTPP_DIR. (Code Expansion)",,,
SHRP_INFO,LOAD_HOURS,Load Hours,"For this site, load data to HH_CL_CT table routinely. The value is typically N for any site not in SPSWIM_VALIDATION_INIT and Y otherwise. To capture days associated with time changes this value is set to Y. ",,,
TRF_MEPDG_HOURLY_DIST,STATE_CODE,State Code,Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards.,,STATE_PROVINCE,
TRF_MEPDG_HOURLY_DIST,STATE_CODE_EXP,State Code (Code Expansion),Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards. (Code Expansion),,,
TRF_MEPDG_HOURLY_DIST,SHRP_ID,LTPP Section Identifier,Test section identification number assigned by LTPP program. Must be combined with STATE_CODE to be unique.,,,
TRF_MEPDG_HOURLY_DIST,YEAR,Year,Year the data was collected.,,,
TRF_MEPDG_HOURLY_DIST,HOUR,Hour,Starting hour for the data collected.,,,
TRF_MEPDG_HOURLY_DIST,PCT_HOURLY,Percent Hourly,Percent of  years trucks in this hour.,%,,Metric
TRF_MEPDG_MONTH_ADJ_FACTR,STATE_CODE,State Code,Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards.,,STATE_PROVINCE,
TRF_MEPDG_MONTH_ADJ_FACTR,STATE_CODE_EXP,State Code (Code Expansion),Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards. (Code Expansion),,,
TRF_MEPDG_MONTH_ADJ_FACTR,SHRP_ID,LTPP Section Identifier,Test section identification number assigned by LTPP program. Must be combined with STATE_CODE to be unique.,,,
TRF_MEPDG_MONTH_ADJ_FACTR,YEAR,Year,"Year for which values apply,",,,
TRF_MEPDG_MONTH_ADJ_FACTR,MONTH,Month,Month of the distribution.,,,
TRF_MEPDG_MONTH_ADJ_FACTR,VEHICLE_CLASS,Vehicle Classification Code,Vehicle classification code using 13 bins as described in the FHWA Traffic Monitoring Guide.,,VEHICLE_CLASS,
TRF_MEPDG_MONTH_ADJ_FACTR,VEHICLE_CLASS_EXP,Vehicle Classification Code (Code Expansion),Vehicle classification code using 13 bins as described in the FHWA Traffic Monitoring Guide. (Code Expansion),,,
TRF_MEPDG_MONTH_ADJ_FACTR,TRF_DATA_TYPE,Traffic Data Type Code,The basis for the estimates.,,TRF_DATA_TYPE,
TRF_MEPDG_MONTH_ADJ_FACTR,TRF_DATA_TYPE_EXP,Traffic Data Type Code (Code Expansion),The basis for the estimates. (Code Expansion),,,
