STATE_CODE,STATE_CODE_EXP,SHRP_ID,LAYER_NO,CONSTRUCTION_NO,TEST_TEMPERATURE,MATL_PROPERTY,PROPERTY_MINIMUM,PROPERTY_MAXIMUM,PROPERTY_MEDIAN,PROPERTY_AVERAGE,PROPERTY_STANDARD_DEVIATION,PROPERTY_COEFF_VARIATION,REP_CODE_SOURCE_VARIABILITY,REP_CODE_SOURCE_VARIABILITY_EXP
4,Arizona,1002,2,3,-10,CREEP_COMP_20_SEC,0.051,0.051,0.051,0.051,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,25,CREEP_COMP_20_SEC,0.556,0.556,0.556,0.556,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,5,CREEP_COMP_10_SEC,0.122,0.122,0.122,0.122,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,25,CREEP_COMP_10_SEC,0.446,0.446,0.446,0.446,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,-10,CREEP_COMP_10_SEC,0.049,0.049,0.049,0.049,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,5,CREEP_COMP_5_SEC,0.11,0.11,0.11,0.11,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,25,CREEP_COMP_5_SEC,0.357,0.357,0.357,0.357,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,-10,CREEP_COMP_5_SEC,0.047,0.047,0.047,0.047,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,5,CREEP_COMP_2_SEC,0.096,0.096,0.096,0.096,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,25,CREEP_COMP_2_SEC,0.266,0.266,0.266,0.266,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,-10,CREEP_COMP_2_SEC,0.045,0.045,0.045,0.045,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,5,CREEP_COMP_1_SEC,0.089,0.089,0.089,0.089,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,25,CREEP_COMP_1_SEC,0.223,0.223,0.223,0.223,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,-10,CREEP_COMP_1_SEC,0.042,0.042,0.042,0.042,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,5,CREEP_COMP_50_SEC,0.155,0.155,0.155,0.155,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,25,CREEP_COMP_50_SEC,0.759,0.759,0.759,0.759,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,-10,CREEP_COMP_50_SEC,0.055,0.055,0.055,0.055,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,5,CREEP_COMP_100_SEC,0.178,0.178,0.178,0.178,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,25,CREEP_COMP_100_SEC,1.027,1.027,1.027,1.027,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,-10,CREEP_COMP_100_SEC,0.059,0.059,0.059,0.059,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,3,5,CREEP_COMP_20_SEC,0.134,0.134,0.134,0.134,,,AS,Representative property from a single measurement.
4,Arizona,1002,5,3,-10,CREEP_COMP_10_SEC,0.057,0.071,0.064,0.064,0.00989949,0.15467961,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,5,3,5,CREEP_COMP_100_SEC,0.315,0.444,0.3795,0.3795,0.09121677,0.24036041,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,5,3,-10,CREEP_COMP_5_SEC,0.053,0.064,0.0585,0.0585,0.00777817,0.13296025,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,5,3,5,CREEP_COMP_2_SEC,0.102,0.128,0.115,0.115,0.01838478,0.15986762,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,5,3,-10,CREEP_COMP_2_SEC,0.047,0.056,0.0515,0.0515,0.00636396,0.12357206,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,5,3,5,CREEP_COMP_1_SEC,0.089,0.106,0.0975,0.0975,0.01202082,0.12329041,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,5,3,25,CREEP_COMP_10_SEC,1.383,1.538,1.4605,1.4605,0.10960155,0.07504386,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,5,3,25,CREEP_COMP_5_SEC,1.014,1.03,1.022,1.022,0.01131371,0.01107016,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,5,3,25,CREEP_COMP_2_SEC,0.611,0.613,0.612,0.612,0.00141421,0.00231081,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,5,3,25,CREEP_COMP_1_SEC,0.423,0.435,0.429,0.429,0.00848528,0.01977921,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,5,3,5,CREEP_COMP_50_SEC,0.241,0.339,0.29,0.29,0.06929646,0.23895333,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,5,3,25,CREEP_COMP_50_SEC,3.082,3.847,3.4645,3.4645,0.54093669,0.15613701,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,5,3,-10,CREEP_COMP_50_SEC,0.073,0.089,0.081,0.081,0.01131371,0.13967541,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,5,3,-10,CREEP_COMP_1_SEC,0.042,0.05,0.046,0.046,0.00565685,0.12297509,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,5,3,25,CREEP_COMP_100_SEC,4.296,5.589,4.9425,4.9425,0.91428907,0.18498514,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,5,3,-10,CREEP_COMP_100_SEC,0.082,0.103,0.0925,0.0925,0.01484924,0.16053235,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,5,3,5,CREEP_COMP_20_SEC,0.182,0.25,0.216,0.216,0.04808326,0.22260769,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,5,3,25,CREEP_COMP_20_SEC,2,2.345,2.1725,2.1725,0.24395184,0.11229084,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,5,3,-10,CREEP_COMP_20_SEC,0.064,0.078,0.071,0.071,0.00989949,0.13942951,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,5,3,5,CREEP_COMP_10_SEC,0.149,0.2,0.1745,0.1745,0.03606245,0.20666158,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,5,3,5,CREEP_COMP_5_SEC,0.128,0.163,0.1455,0.1455,0.02474874,0.17009441,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,5,CREEP_COMP_100_SEC,0.206,0.246,0.226,0.226,0.02828427,0.12515164,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,25,CREEP_COMP_100_SEC,4.98,6.372,5.676,5.676,0.98429264,0.17341308,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,25,CREEP_COMP_50_SEC,3.17,4.124,3.647,3.647,0.67457987,0.18496843,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,5,CREEP_COMP_50_SEC,0.162,0.194,0.178,0.178,0.02262742,0.12712032,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,-10,CREEP_COMP_20_SEC,0.052,0.065,0.0585,0.0585,0.00919239,0.15713484,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,25,CREEP_COMP_20_SEC,1.837,2.358,2.0975,2.0975,0.36840263,0.17563892,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,5,CREEP_COMP_20_SEC,0.125,0.147,0.136,0.136,0.01555635,0.11438492,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,-10,CREEP_COMP_1_SEC,0.038,0.049,0.0435,0.0435,0.00777817,0.17880861,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,25,CREEP_COMP_1_SEC,0.341,0.485,0.413,0.413,0.10182338,0.24654571,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,5,CREEP_COMP_1_SEC,0.064,0.08,0.072,0.072,0.01131371,0.15713484,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,-10,CREEP_COMP_2_SEC,0.043,0.053,0.048,0.048,0.00707107,0.14731391,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,25,CREEP_COMP_2_SEC,0.538,0.667,0.6025,0.6025,0.09121677,0.15139714,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,5,CREEP_COMP_2_SEC,0.074,0.092,0.083,0.083,0.01272792,0.15334846,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,-10,CREEP_COMP_5_SEC,0.046,0.058,0.052,0.052,0.00848528,0.16317849,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,25,CREEP_COMP_5_SEC,0.764,1.072,0.918,0.918,0.21778889,0.2372428,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,5,CREEP_COMP_5_SEC,0.09,0.108,0.099,0.099,0.01272792,0.12856487,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,-10,CREEP_COMP_10_SEC,0.049,0.061,0.055,0.055,0.00848528,0.15427784,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,25,CREEP_COMP_10_SEC,1.144,1.597,1.3705,1.3705,0.32031937,0.23372446,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,5,CREEP_COMP_10_SEC,0.105,0.126,0.1155,0.1155,0.01484924,0.12856487,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,-10,CREEP_COMP_100_SEC,0.065,0.083,0.074,0.074,0.01272792,0.17199895,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1003,5,4,-10,CREEP_COMP_50_SEC,0.059,0.074,0.0665,0.0665,0.0106066,0.15949777,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1006,6,4,-10,CREEP_COMP_100_SEC,0.072,0.087,0.0795,0.0795,0.0106066,0.13341637,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1006,6,4,5,CREEP_COMP_20_SEC,0.124,0.149,0.1365,0.1365,0.01767767,0.12950674,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
