STATE_CODE,STATE_CODE_EXP,SHRP_ID,LAYER_NO,CONSTRUCTION_NO,TEST_TEMPERATURE,MATL_PROPERTY,PROPERTY_MINIMUM,PROPERTY_MAXIMUM,PROPERTY_MEDIAN,PROPERTY_AVERAGE,PROPERTY_STANDARD_DEVIATION,PROPERTY_COEFF_VARIATION,REP_CODE_SOURCE_VARIABILITY,REP_CODE_SOURCE_VARIABILITY_EXP
4,Arizona,6060,7,5,-10,CREEP_COMP_20_SEC,0.05,0.062,0.056,0.056,0.00848528,0.15152288,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,6060,7,5,-10,CREEP_COMP_50_SEC,0.053,0.067,0.06,0.06,0.00989949,0.16499158,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,6060,7,5,5,CREEP_COMP_50_SEC,0.093,0.116,0.1045,0.1045,0.01626346,0.15563116,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1005,3,2,-10,CREEP_COMP_2_SEC,0.051,0.053,0.052,0.052,0.00141421,0.02719641,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,3,2,-10,CREEP_COMP_100_SEC,0.095,0.101,0.098,0.098,0.00424264,0.04329225,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,3,2,5,CREEP_COMP_1_SEC,0.082,0.086,0.084,0.084,0.00282843,0.03367175,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,3,2,-10,CREEP_COMP_1_SEC,0.047,0.047,0.047,0.047,0,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,3,2,-10,CREEP_COMP_5_SEC,0.058,0.061,0.0595,0.0595,0.00212132,0.03565244,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,3,2,5,CREEP_COMP_5_SEC,0.119,0.129,0.124,0.124,0.00707107,0.05702474,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,3,2,5,CREEP_COMP_100_SEC,0.282,0.33,0.306,0.306,0.03394113,0.11091871,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1005,3,2,25,CREEP_COMP_100_SEC,2.301,4.666,3.4835,3.4835,1.67230754,0.48006532,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1005,3,2,-10,CREEP_COMP_10_SEC,0.062,0.067,0.0645,0.0645,0.00353553,0.05481448,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,3,2,5,CREEP_COMP_10_SEC,0.14,0.153,0.1465,0.1465,0.00919239,0.06274668,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,3,2,25,CREEP_COMP_20_SEC,1.123,2.067,1.595,1.595,0.6675088,0.41850082,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1005,3,2,25,CREEP_COMP_50_SEC,1.683,3.328,2.5055,2.5055,1.16319066,0.4642549,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1005,3,2,25,CREEP_COMP_10_SEC,0.829,1.445,1.137,1.137,0.43557778,0.38309391,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1005,3,2,25,CREEP_COMP_5_SEC,0.607,1.015,0.811,0.811,0.28849957,0.35573313,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1005,3,2,-10,CREEP_COMP_50_SEC,0.081,0.087,0.084,0.084,0.00424264,0.05050763,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,3,2,5,CREEP_COMP_50_SEC,0.223,0.252,0.2375,0.2375,0.0205061,0.08634146,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,3,2,-10,CREEP_COMP_20_SEC,0.068,0.073,0.0705,0.0705,0.00353553,0.05014942,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,3,2,5,CREEP_COMP_20_SEC,0.171,0.187,0.179,0.179,0.01131371,0.06320508,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,3,2,25,CREEP_COMP_2_SEC,0.416,0.656,0.536,0.536,0.16970563,0.31661498,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1005,3,2,25,CREEP_COMP_1_SEC,0.283,0.508,0.3955,0.3955,0.15909903,0.40227314,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1005,3,2,5,CREEP_COMP_2_SEC,0.093,0.095,0.094,0.094,0.00141421,0.01504483,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,4,2,5,CREEP_COMP_5_SEC,0.116,0.116,0.116,0.116,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,5,CREEP_COMP_20_SEC,0.158,0.158,0.158,0.158,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,25,CREEP_COMP_20_SEC,0.85,0.85,0.85,0.85,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,-10,CREEP_COMP_20_SEC,0.069,0.069,0.069,0.069,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,5,CREEP_COMP_50_SEC,0.212,0.212,0.212,0.212,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,25,CREEP_COMP_50_SEC,1.265,1.265,1.265,1.265,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,-10,CREEP_COMP_50_SEC,0.079,0.079,0.079,0.079,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,5,CREEP_COMP_100_SEC,0.266,0.266,0.266,0.266,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,25,CREEP_COMP_100_SEC,1.772,1.772,1.772,1.772,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,-10,CREEP_COMP_100_SEC,0.089,0.089,0.089,0.089,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,5,CREEP_COMP_10_SEC,0.132,0.132,0.132,0.132,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,25,CREEP_COMP_10_SEC,0.609,0.609,0.609,0.609,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,-10,CREEP_COMP_10_SEC,0.064,0.064,0.064,0.064,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,25,CREEP_COMP_5_SEC,0.465,0.465,0.465,0.465,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,-10,CREEP_COMP_5_SEC,0.061,0.061,0.061,0.061,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,5,CREEP_COMP_2_SEC,0.093,0.093,0.093,0.093,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,25,CREEP_COMP_2_SEC,0.302,0.302,0.302,0.302,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,-10,CREEP_COMP_2_SEC,0.054,0.054,0.054,0.054,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,5,CREEP_COMP_1_SEC,0.072,0.072,0.072,0.072,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,25,CREEP_COMP_1_SEC,0.209,0.209,0.209,0.209,,,AS,Representative property from a single measurement.
13,Georgia,1005,4,2,-10,CREEP_COMP_1_SEC,0.05,0.05,0.05,0.05,,,AS,Representative property from a single measurement.
13,Georgia,1005,5,2,5,CREEP_COMP_2_SEC,0.069,0.071,0.07,0.07,0.00141421,0.02020305,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,5,2,-10,CREEP_COMP_20_SEC,0.056,0.057,0.0565,0.0565,0.00070711,0.01251516,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,5,2,-10,CREEP_COMP_5_SEC,0.047,0.048,0.0475,0.0475,0.00070711,0.01488646,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,5,2,5,CREEP_COMP_5_SEC,0.08,0.087,0.0835,0.0835,0.00494975,0.05927841,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,5,2,25,CREEP_COMP_50_SEC,1.085,1.593,1.339,1.339,0.35921024,0.26826755,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1005,5,2,-10,CREEP_COMP_10_SEC,0.051,0.052,0.0515,0.0515,0.00070711,0.01373023,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,5,2,5,CREEP_COMP_10_SEC,0.087,0.097,0.092,0.092,0.00707107,0.07685943,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,5,2,25,CREEP_COMP_100_SEC,1.496,2.146,1.821,1.821,0.45961941,0.25239946,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1005,5,2,25,CREEP_COMP_10_SEC,0.544,0.791,0.6675,0.6675,0.17465537,0.26165599,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1005,5,2,-10,CREEP_COMP_100_SEC,0.072,0.073,0.0725,0.0725,0.00070711,0.0097532,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,5,2,5,CREEP_COMP_1_SEC,0.056,0.06,0.058,0.058,0.00282843,0.04876598,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,5,2,25,CREEP_COMP_5_SEC,0.413,0.593,0.503,0.503,0.12727922,0.2530402,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1005,5,2,5,CREEP_COMP_100_SEC,0.157,0.171,0.164,0.164,0.00989949,0.06036277,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,5,2,25,CREEP_COMP_2_SEC,0.283,0.429,0.356,0.356,0.10323759,0.28999323,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1005,5,2,-10,CREEP_COMP_50_SEC,0.064,0.065,0.0645,0.0645,0.00070711,0.0109629,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,5,2,25,CREEP_COMP_1_SEC,0.21,0.32,0.265,0.265,0.07778175,0.29351602,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1005,5,2,5,CREEP_COMP_50_SEC,0.129,0.139,0.134,0.134,0.00707107,0.05276916,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,5,2,-10,CREEP_COMP_1_SEC,0.038,0.04,0.039,0.039,0.00141421,0.03626189,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,5,2,-10,CREEP_COMP_2_SEC,0.043,0.044,0.0435,0.0435,0.00070711,0.01625533,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,5,2,5,CREEP_COMP_20_SEC,0.103,0.114,0.1085,0.1085,0.00777817,0.07168825,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1005,5,2,25,CREEP_COMP_20_SEC,0.735,1.064,0.8995,0.8995,0.23263813,0.2586305,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,3,3,25,CREEP_COMP_2_SEC,1.152,1.226,1.189,1.189,0.0523259,0.04400833,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1031,3,3,5,CREEP_COMP_2_SEC,0.214,0.239,0.2265,0.2265,0.01767767,0.07804711,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1031,3,3,25,CREEP_COMP_5_SEC,1.666,1.879,1.7725,1.7725,0.15061374,0.08497249,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1031,3,3,5,CREEP_COMP_5_SEC,0.273,0.314,0.2935,0.2935,0.02899138,0.09877812,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1031,3,3,5,CREEP_COMP_10_SEC,0.33,0.376,0.353,0.353,0.03252691,0.09214423,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1031,3,3,-10,CREEP_COMP_100_SEC,0.196,0.224,0.21,0.21,0.01979899,0.0942809,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1031,3,3,25,CREEP_COMP_20_SEC,2.831,3.221,3.026,3.026,0.27577164,0.09113405,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1031,3,3,-10,CREEP_COMP_1_SEC,0.047,0.075,0.061,0.061,0.01979899,0.3245736,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,3,3,-10,CREEP_COMP_2_SEC,0.07,0.092,0.081,0.081,0.01555635,0.19205369,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,3,3,-10,CREEP_COMP_5_SEC,0.085,0.108,0.0965,0.0965,0.01626346,0.16853322,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,3,3,-10,CREEP_COMP_10_SEC,0.098,0.123,0.1105,0.1105,0.01767767,0.15997891,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,3,3,25,CREEP_COMP_10_SEC,2.176,2.557,2.3665,2.3665,0.26940768,0.11384225,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,3,3,25,CREEP_COMP_100_SEC,5.119,5.96,5.5395,5.5395,0.5946768,0.10735207,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,3,3,5,CREEP_COMP_100_SEC,0.651,0.779,0.715,0.715,0.09050967,0.12658695,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,3,3,-10,CREEP_COMP_50_SEC,0.148,0.182,0.165,0.165,0.02404163,0.14570685,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,3,3,25,CREEP_COMP_50_SEC,3.952,4.62,4.286,4.286,0.47234733,0.11020703,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,3,3,5,CREEP_COMP_50_SEC,0.521,0.615,0.568,0.568,0.06646804,0.11702119,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,3,3,-10,CREEP_COMP_20_SEC,0.116,0.146,0.131,0.131,0.0212132,0.16193285,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,3,3,5,CREEP_COMP_20_SEC,0.391,0.462,0.4265,0.4265,0.05020458,0.11771297,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,3,3,25,CREEP_COMP_1_SEC,0.858,0.967,0.9125,0.9125,0.07707464,0.08446536,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1031,3,3,5,CREEP_COMP_1_SEC,0.179,0.196,0.1875,0.1875,0.01202082,0.06411101,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1031,4,3,5,CREEP_COMP_5_SEC,0.252,0.314,0.283,0.283,0.04384062,0.15491385,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,-10,CREEP_COMP_1_SEC,0.071,0.071,0.071,0.071,0,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1031,4,3,-10,CREEP_COMP_5_SEC,0.104,0.121,0.1125,0.1125,0.01202082,0.10685169,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,5,CREEP_COMP_20_SEC,0.356,0.462,0.409,0.409,0.07495332,0.18325995,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,25,CREEP_COMP_20_SEC,1.708,2.717,2.2125,2.2125,0.71347074,0.32247265,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,-10,CREEP_COMP_20_SEC,0.136,0.165,0.1505,0.1505,0.0205061,0.13625313,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,-10,CREEP_COMP_2_SEC,0.088,0.097,0.0925,0.0925,0.00636396,0.06879958,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1031,4,3,5,CREEP_COMP_2_SEC,0.202,0.243,0.2225,0.2225,0.02899138,0.13029833,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,5,CREEP_COMP_50_SEC,0.452,0.603,0.5275,0.5275,0.10677312,0.20241351,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,25,CREEP_COMP_50_SEC,2.386,3.683,3.0345,3.0345,0.9171175,0.30223018,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,-10,CREEP_COMP_50_SEC,0.17,0.211,0.1905,0.1905,0.02899138,0.15218571,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,25,CREEP_COMP_2_SEC,0.803,1.251,1.027,1.027,0.31678384,0.30845554,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,5,CREEP_COMP_1_SEC,0.173,0.198,0.1855,0.1855,0.01767767,0.09529741,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,1031,4,3,5,CREEP_COMP_100_SEC,0.562,0.757,0.6595,0.6595,0.13788582,0.2090763,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,25,CREEP_COMP_100_SEC,3.083,4.615,3.849,3.849,1.08328759,0.2814465,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,-10,CREEP_COMP_100_SEC,0.203,0.262,0.2325,0.2325,0.0417193,0.17943785,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,5,CREEP_COMP_10_SEC,0.298,0.379,0.3385,0.3385,0.05727565,0.16920428,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,25,CREEP_COMP_10_SEC,1.349,2.19,1.7695,1.7695,0.5946768,0.33607053,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,-10,CREEP_COMP_10_SEC,0.119,0.141,0.13,0.13,0.01555635,0.11966422,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,25,CREEP_COMP_1_SEC,0.644,1.001,0.8225,0.8225,0.25243712,0.30691443,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,1031,4,3,25,CREEP_COMP_5_SEC,1.084,1.732,1.408,1.408,0.45820519,0.32542983,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,4096,6,2,-10,CREEP_COMP_1_SEC,0.053,0.06,0.0565,0.0565,0.00494975,0.08760615,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,4096,6,2,5,CREEP_COMP_50_SEC,0.263,0.307,0.285,0.285,0.0311127,0.10916736,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,4096,6,2,-10,CREEP_COMP_50_SEC,0.082,0.105,0.0935,0.0935,0.01626346,0.17394071,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,4096,6,2,5,CREEP_COMP_100_SEC,0.339,0.391,0.365,0.365,0.03676955,0.1007385,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,4096,6,2,-10,CREEP_COMP_100_SEC,0.092,0.123,0.1075,0.1075,0.02192031,0.20390986,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,4096,6,2,5,CREEP_COMP_20_SEC,0.201,0.241,0.221,0.221,0.02828427,0.12798313,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,4096,6,2,-10,CREEP_COMP_20_SEC,0.073,0.089,0.081,0.081,0.01131371,0.13967541,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,4096,6,2,5,CREEP_COMP_10_SEC,0.166,0.196,0.181,0.181,0.0212132,0.11720002,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,4096,6,2,25,CREEP_COMP_1_SEC,0.484,0.489,0.4865,0.4865,0.00353553,0.00726728,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,4096,6,2,5,CREEP_COMP_5_SEC,0.137,0.169,0.153,0.153,0.02262742,0.14789161,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,4096,6,2,5,CREEP_COMP_2_SEC,0.11,0.136,0.123,0.123,0.01838478,0.14946973,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,4096,6,2,5,CREEP_COMP_1_SEC,0.098,0.117,0.1075,0.1075,0.01343503,0.12497701,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
13,Georgia,4096,6,2,25,CREEP_COMP_50_SEC,2.348,2.542,2.445,2.445,0.13717872,0.05610581,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,4096,6,2,25,CREEP_COMP_100_SEC,3.099,3.459,3.279,3.279,0.25455844,0.07763295,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,4096,6,2,25,CREEP_COMP_20_SEC,1.606,1.739,1.6725,1.6725,0.0940452,0.05623032,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,4096,6,2,25,CREEP_COMP_10_SEC,1.218,1.312,1.265,1.265,0.06646804,0.0525439,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,4096,6,2,25,CREEP_COMP_5_SEC,0.905,0.949,0.927,0.927,0.0311127,0.03356278,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,4096,6,2,-10,CREEP_COMP_5_SEC,0.064,0.073,0.0685,0.0685,0.00636396,0.09290454,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,4096,6,2,-10,CREEP_COMP_2_SEC,0.058,0.065,0.0615,0.0615,0.00494975,0.0804837,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,4096,6,2,25,CREEP_COMP_2_SEC,0.619,0.652,0.6355,0.6355,0.02333452,0.03671837,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
13,Georgia,4096,6,2,-10,CREEP_COMP_10_SEC,0.068,0.08,0.074,0.074,0.00848528,0.11466596,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
39,Ohio,0112,4,1,25,CREEP_COMP_20_SEC,3.397,3.397,3.397,3.397,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,25,CREEP_COMP_2_SEC,1.161,1.161,1.161,1.161,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,-10,CREEP_COMP_2_SEC,0.051,0.051,0.051,0.051,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,25,CREEP_COMP_1_SEC,0.805,0.805,0.805,0.805,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,5,CREEP_COMP_5_SEC,0.143,0.143,0.143,0.143,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,5,CREEP_COMP_50_SEC,0.328,0.328,0.328,0.328,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,25,CREEP_COMP_50_SEC,5.031,5.031,5.031,5.031,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,-10,CREEP_COMP_50_SEC,0.083,0.083,0.083,0.083,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,25,CREEP_COMP_5_SEC,1.805,1.805,1.805,1.805,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,-10,CREEP_COMP_5_SEC,0.062,0.062,0.062,0.062,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,-10,CREEP_COMP_1_SEC,0.027,0.027,0.027,0.027,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,5,CREEP_COMP_100_SEC,0.45,0.45,0.45,0.45,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,25,CREEP_COMP_100_SEC,6.692,6.692,6.692,6.692,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,-10,CREEP_COMP_100_SEC,0.095,0.095,0.095,0.095,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,5,CREEP_COMP_10_SEC,0.178,0.178,0.178,0.178,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,25,CREEP_COMP_10_SEC,2.544,2.544,2.544,2.544,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,-10,CREEP_COMP_10_SEC,0.066,0.066,0.066,0.066,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,5,CREEP_COMP_20_SEC,0.226,0.226,0.226,0.226,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,5,CREEP_COMP_1_SEC,0.089,0.089,0.089,0.089,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,5,CREEP_COMP_2_SEC,0.107,0.107,0.107,0.107,,,AS,Representative property from a single measurement.
39,Ohio,0112,4,1,-10,CREEP_COMP_20_SEC,0.072,0.072,0.072,0.072,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,5,CREEP_COMP_100_SEC,0.515,0.515,0.515,0.515,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,25,CREEP_COMP_100_SEC,16.904,16.904,16.904,16.904,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,-10,CREEP_COMP_100_SEC,0.162,0.162,0.162,0.162,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,5,CREEP_COMP_50_SEC,0.377,0.377,0.377,0.377,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,25,CREEP_COMP_50_SEC,11.973,11.973,11.973,11.973,,,AS,Representative property from a single measurement.
